latitude,longitude
42.358572,-71.1852437288
42.19154,-71.196558
45.5198475,-122.6742938
40.2990181,-83.0683415
45.558765,-122.53718
49.2835722564,-123.103981088
38.7371212505,-98.2163099154
28.420153,-81.461639
49.2015715,-122.9132006
49.191662,-122.83465
33.7380400882,-84.4142397082
30.3625187,-97.6984345
49.2635347,-123.1230661
42.417915,-71.110155
30.3183136593,-97.7399416283
42.490678,-71.015327
28.3548223,-80.7255558
33.9224516,-84.378782
42.4514661,-71.1389629
42.3302449,-71.194979
30.363139,-97.788907
42.5721211,-71.2781791
42.3505922,-71.0492843
33.752312,-84.3952708
28.381024,-81.502994
42.3552702,-71.0625677
45.5592431,-122.648928
40.0895569,-82.8237941
33.7228838,-84.3923743
28.677947,-81.418875
30.014288,-97.8909972
42.3627779878,-71.1369355264
42.36723966,-71.0500660036
49.2596365,-123.0434793
33.807972,-84.3663421
42.353299,-71.0586359
28.6565699083,-81.2030373082
30.2861986,-97.7425615
42.2482483,-71.172422
45.5503455,-122.6665844
49.2236549,-122.9838496
49.2884739,-123.1385573
42.3574253792,-71.053025584
49.1247293611,-123.1859490768
28.3577687922,-81.5600863022
42.3555024288,-71.1309472693
33.723341,-84.511428
28.5400531637,-81.3811068982
42.5999126604,-71.0226062357
28.2595456395,-81.4366966667
45.5224014,-122.6818992
30.382482,-97.688518
28.54866,-81.542499
42.4144302618,-71.0467332602
42.3646105,-71.1977411
42.342247,-71.075429
33.7946333,-84.448772
49.2807542,-123.1249069
45.484834,-122.598102
28.5665610177,-81.1952380621
33.8470360281,-84.3656622762
28.483564,-81.456769
28.399371,-81.547904
45.6174166,-122.5260809
30.2013359078,-97.8789947359
40.023558,-83.014092
45.4165053,-122.5928369
39.9750221646,-83.0263138788
39.9880129,-83.0327965
49.2487642368,-122.8631833657
30.3998349099,-97.704408969
45.4588854,-122.788771
28.4277525796,-81.4751889307
30.2717517,-97.7418188
49.2378945,-123.0319888
28.6014158,-81.3514142
45.5215004,-122.6724068
45.5937668,-122.7617864
45.4990766,-122.5802742
39.966998,-82.982509
42.3560703,-71.0618519
49.17711499,-123.1461981458
39.9916187,-83.0407084
30.2574765541,-97.8075747663
42.3630072177,-71.0862306786
33.9048889888,-84.465023963
42.4193814,-71.080086
45.496235,-122.886416
49.2695864693,-123.1028566413
30.3778761,-97.6862328
28.6555403,-81.4192518
30.2416861,-97.7268397
42.5478344,-70.8792364
33.91578,-84.468866
45.4717738,-122.6858939
33.7180641624,-84.2113228758
49.2863606,-123.116895
45.4853202,-122.7178121
42.3602467398,-71.0549194749
28.6636929,-81.3476546
49.2511875,-123.0784675
40.0170388,-105.2806943
49.2629941,-123.0967589
28.396766,-81.405382
33.868135033,-84.3372344971
30.2395641,-97.726967
40.001789672,-82.9295507416
45.495806,-122.548422
30.2595665,-97.7546007
28.4772489,-81.4735662
42.306897,-71.06660294
45.4350031,-122.5791071
28.3861008,-81.5041923
28.8997322,-81.3058793
42.3506425,-71.0686026
49.2707061,-123.1364206
30.1928356,-98.0844171
39.9399921751,-83.1117271632
42.1841964,-71.1329685
49.2633734327,-123.1171303272
49.2819232,-123.1187799
30.2631068,-97.7259456
42.3577576619,-71.059044191
30.2794521,-97.681569
33.923196,-84.339909
33.820152,-84.387432
28.5867373,-81.3634275
42.416796,-71.1184622
45.5483779653,-122.6131725311
40.03911666,-83.1806123724
49.2861632,-123.1142765
49.2681552,-123.0005819
45.5279674,-122.8144201
45.3580533,-122.6083153
45.3915656,-122.7515058
49.150180143,-122.8664377498
33.759901,-84.3857823
42.4850155,-71.2191006
30.2665385,-97.7330347
45.5278598478,-122.694169879
30.2988474,-97.7042499
33.7845697,-84.3882286
42.349557,-71.083595
33.785385,-84.40711
42.4054749,-71.1083572
42.5248616,-70.9254919
28.4673631,-81.3959895
28.7879037,-81.3563109
40.0444168211,-82.8634448501
30.262789,-97.743965
28.55331,-81.415045
28.3336498401,-81.5279440329
42.3564016,-71.0600964
42.32297,-71.1686122
28.3334614,-81.5260852
42.463119,-70.940228
45.6297529,-122.6718371
30.445739,-97.6517169
40.1002297,-83.114502
33.7842287523,-84.4054824845
28.3575050177,-81.6773627407
40.1180568,-83.0903995
45.5629371,-122.6862232
40.026903,-105.253445
42.3417445442,-71.0805253553
30.2770192,-97.7133062
42.3491028,-71.083413
42.2780549644,-71.1629319191
49.17879,-123.132851
30.372961,-97.756933
39.923732,-82.965665
49.2344451114,-123.139874746
45.5263018,-122.6815055
33.8169193,-84.3896165
39.9946317439,-83.0142402649
39.983202,-83.0047248
40.1134853,-82.927487
33.9427112,-84.2714165
40.1412118,-82.9685959
28.56554,-81.2017467
28.571492,-80.822256
49.2625517042,-123.1012146712
42.5196273329,-70.8876224208
28.7852864,-81.3567374
49.2720872,-122.7895436
28.789141,-81.356469
28.312086761,-81.6692418605
45.51196,-122.624594
28.4260959532,-81.2534811859
40.0199944,-82.8802974
42.535345,-71.3005289
28.455434,-81.470481
45.5237001074,-122.6371273784
30.3051207251,-97.9419097938
28.5777294,-81.6801366
33.8126669,-84.3548728
49.1841117,-123.1335429
33.6158168,-84.4553615
40.1075423,-82.9243983
30.3963343059,-97.7279426739
28.656173,-81.20936
30.2854622,-97.7419564
45.5743094,-122.5793881
28.6277767,-81.3631244
45.5629014,-122.6589565
45.5233947,-122.6583722
28.4327384,-81.4721426
45.5290499433,-122.638252
42.3808746,-71.0966903
33.9047119144,-84.4655283828
33.8104265,-84.4160075
30.1641437,-97.6927921
28.4483104,-81.4684068
40.0171115,-83.1573746
30.245382,-97.780437
28.5982108967,-81.2424430624
45.4961907591,-122.6093193826
49.1906651661,-123.1393299955
42.3574214,-71.0521544
28.6322441,-81.3911332
45.5053663,-122.5998345
30.249649,-97.749907
39.9760568589,-82.8783977877
45.4737835754,-122.649564743
42.3966042,-71.1039422
30.2649398,-97.7320932
28.6709668,-81.3838131
33.8475491,-84.3737958
42.55656,-71.1819321
42.3315276,-71.2069073
33.7876021,-84.3251674
30.3104923,-97.7326952
45.4494683,-122.7833414
42.3498806,-71.0820826
45.512252,-122.6328667
49.2104358,-123.1305805
45.6260539547,-122.6708349958
33.885843,-84.464271
42.452084,-71.1367538221
45.4868189,-122.747285
42.250801,-70.999516
30.2741741,-97.6977226138
42.2396399,-70.8016358
45.4716244201,-122.6859033109
42.357306,-71.073675
30.2266794,-97.8208306
42.2467818,-70.976326
42.5614872,-71.202516
28.6225778,-81.3636526
33.7593506946,-84.3034721922
28.3319443,-81.5261725
39.9885497,-82.7661206
45.5409362,-122.6750666
33.84138,-84.24684
45.4642245,-122.6544946
40.1580434,-83.0947241
28.446003,-81.395645
30.4474446,-97.6620911
33.7631977,-84.3516188
45.519926,-122.656011
42.4244338,-71.1827051
45.519155,-122.6803131
33.917761,-84.381834
49.271604,-123.134757
40.0970875177,-83.0934335129
28.6236671,-81.3007801
42.4360326,-71.0716037
40.0978001977,-83.121490709
33.7723821771,-84.3794678897
45.5102042,-122.6834488
42.549733,-70.878241
39.96842272,-83.0047063529
49.2791376014,-123.107450087
28.3455638,-81.3628283
42.3377967,-71.0705763
42.350904,-71.1313152
42.5212961,-70.8974458
28.342919,-81.4168
40.0042472,-105.1020964
30.2840896,-97.7217484
30.2302574,-97.8013229
42.3835992,-71.1131335
42.5503690389,-70.8781150658
40.2610021419,-82.9256898685
33.7145145285,-84.3500888824
49.2870226,-123.1283048
30.2560006,-97.7618308
33.7754326777,-84.3759874965
33.915769,-84.468864
28.383166,-81.502486
45.5561028,-122.5335364
45.650406,-122.5997093
28.5424196,-81.3788244
45.5892997,-122.754006
49.2485987284,-122.8172074383
39.950898,-82.9987232
49.2878816,-123.1204418
42.472278,-71.2109914
42.350809,-71.1309336
42.3717757,-70.9703685
33.7599264,-84.3857822
45.435855,-122.572803
45.4443465,-122.5792748
28.545769,-81.680504
45.4623912,-122.6295169
45.6541310563,-122.5894534461
42.247939,-71.173368
30.1550518,-97.792394
45.678323,-122.551274
30.3393019527,-97.755399438
39.9968226664,-83.0194974876
45.5891878,-122.7523311
45.6216139,-122.4749915
49.219113,-122.9546077
28.6050577604,-81.3963317871
30.2605183045,-97.7417610627
28.33078,-81.516132
40.1471413515,-83.0923235194
30.3544629162,-97.7323084688
45.5214549602,-122.6723356918
42.3578831,-71.0534257
45.483826,-122.577451
28.4162297,-81.2423589
45.3956555,-122.6159695
28.5690652,-81.3262027
33.7817784,-84.380113
49.3251265,-123.1242638
30.407461,-97.697616
42.3323643816,-71.0999974907
49.2370053,-123.0330495
49.2810963,-123.1319944
28.4479324,-81.4024496
28.448672,-81.48961
49.167883,-123.138336
49.197946,-123.178542
42.5692567,-71.1591016
30.2069381,-97.8355681
28.6329316,-81.3628305
45.52454,-122.67178
45.5625589879,-122.5286962341
49.2842048,-123.1139803
42.2002964,-70.9550979
33.8167245,-84.3356715
49.2686615,-123.0439019
39.986214,-83.044426
42.3079185486,-71.2780227661
49.212382917,-122.9214978218
45.6171607,-122.5557138
28.6670604143,-81.419667
42.3800947885,-71.0944714291
28.4480754304,-80.7635727
28.6697106365,-81.4530658722
42.3452497,-71.126551
28.5532408,-81.5081878
33.6007686,-84.3370298
42.3689549,-71.1136344
28.3853707,-81.4999072
28.355088876,-80.7257248834
30.3461170612,-97.9664918727
30.2876707,-97.744488
45.5626737,-122.6808516
42.3411809027,-71.0874344975
49.171282,-123.135086
33.8914300832,-84.3018199503
49.2189956,-123.1020791
39.9696212,-83.0013208
45.4934299676,-122.808781676
42.3148809,-71.1142953
42.2855926,-71.0906995
49.2640107,-123.1716367
42.344302,-71.0705658
45.4226389782,-122.7652911054
30.171019,-97.824234
49.2877178815,-123.115131855
33.642736,-84.439276
45.5231622,-122.6437679
28.4004902,-81.4629007
40.0991958,-83.1090068
33.885624,-84.477874
42.5496089,-70.884046
33.7548568,-84.3627295
28.3277006,-81.3917191
45.5043546,-122.4739805
30.1971781,-98.0232472
30.2126280911,-97.9664853215
42.1541095815,-71.2048298236
30.3438722307,-97.7149236202
30.3042243,-97.72667
42.3529147863,-71.0455799103
28.4602268,-81.4923411
42.3661629,-71.1856655
45.5221926,-122.673869
45.3799710674,-122.7605384588
45.5953393,-122.4780651
33.7927736,-84.3518195
28.4723866,-81.3687767
49.2497659,-123.0900825
45.5001642,-122.6539839
40.155035,-83.094745
45.4738802,-122.6494217
49.2320255365,-123.0262535065
42.358227,-71.058522
45.3809814,-122.7618317
42.364695,-71.0582692
49.2679697,-123.0693353
33.845332,-84.3703759
45.522186849,-122.6770756159
45.4401866,-122.726335
49.2768483517,-122.7951248735
33.8142167,-84.3345337
28.5396008,-81.2862606
33.8948178851,-84.2821337016
49.2874959132,-123.1289341673
39.9573134,-82.9346968
45.4634117926,-122.5802306458
49.2318142,-123.1159482
45.6190507,-122.6465788
40.0170219327,-105.2821530093
49.2666875,-123.1454778
30.2700601,-97.7511
49.1493378,-123.1826711
49.2902282,-123.131784
42.2953797,-71.387772
33.7650783,-84.3499138
42.1542138,-71.1460817
33.755711,-84.3883717
40.0016093,-83.008134
49.2890737079,-123.1220084776
45.5213705,-122.6570574
30.2415402,-97.7593144
30.2600693,-97.7121184
33.7554945955,-84.38910761
33.7855793498,-84.4903121093
45.4244737,-122.5153187
49.124246475,-123.180953002
45.4924861,-122.4873637
30.3818765614,-97.8847181797
49.3374616,-123.102415
42.499295,-71.014768
40.2974807373,-83.0680989975
45.5203279,-122.6828747
33.842635,-84.311766
39.956456,-82.9236418
40.0144474,-105.2790187
33.7756958,-84.2987472
40.1470609479,-82.7008248121
30.270178,-97.731262
45.540755305,-122.6093143185
33.8922199269,-84.3260765076
30.2631701,-97.7262878
28.4503891,-81.4812757
45.5209573,-122.6722422
49.1880766,-122.9837983
39.9788811,-105.1307588
28.4117475505,-81.4637947083
45.6445156052,-122.6012061677
45.5231822,-122.6437529
33.85549,-84.206464
42.1491423,-71.0089639
30.2672438,-97.7408003
45.514428,-122.681189
42.345845,-71.086706
45.5193294672,-122.5095614791
49.2792864,-123.1270535
45.5589826754,-122.6466879457
42.368507,-71.0766
49.1549127,-123.1258404
45.6031466,-122.6762632
33.8474858,-84.428791
42.427889,-71.073475
33.7460355,-84.370798
40.1489612,-82.9772881
40.0005012,-83.0088313
40.0701959,-82.8626701
42.3948169,-71.2598579
42.4632801,-70.947593
39.9577822,-82.9397744
33.783041,-84.236067
40.1178550513,-83.014879454
45.5090477,-122.6809337
42.373277,-71.098366
28.4068798,-81.449521
42.287863693,-71.3346714423
28.5531765,-81.3891853
45.4189239,-122.6650934
42.3093936,-71.2137426
33.8428055,-84.3294833
45.404635,-122.7960865
42.3501519024,-71.2070746288
49.17597,-123.13064
33.8811811088,-84.46009487
45.4892014,-122.808245
45.4952678,-122.6092467
42.219121,-71.1800811
39.8758665,-83.0372659
40.0004415932,-105.2556136251
49.188987057,-122.8022241989
49.2307429,-123.0908638
28.5687682,-81.2870456
30.252228308,-97.7644667172
28.7551675584,-81.3543327518
30.443802,-97.666837
39.99884,-82.83287
33.7935121,-84.3722804
42.360484,-71.060919
45.5819776,-122.7220669
42.3930843,-71.1202673
28.689676,-81.39142
39.9887869532,-83.0466017779
40.1010491411,-105.171767436
33.7521304591,-84.2692726463
42.368817,-71.2371947
28.60998,-81.413482
49.2781809,-122.9098695
42.4272503,-71.0708219
28.8114547,-81.2666383
33.9205473,-84.3794496
42.4623781844,-70.9498733282
49.2683342,-123.2504728
39.9777429,-82.998551
28.6693863,-81.4919395
49.2869515,-123.1221841
42.301289,-71.3589
42.3496315,-71.0996846
45.5220507,-122.6416291
40.125243,-83.0367081
30.3767376,-97.6731221
33.808683,-84.2764012
49.3267203,-123.0725335
45.4959662,-122.8091702
40.0163941,-83.0121554
45.6371304,-122.6327323
33.7506981161,-84.3095286613
45.4787968,-122.6931126
42.3000287,-71.3890834
28.9107180413,-81.2898203294
49.1507283,-122.8884174
45.51659,-122.6242609
30.3611599,-97.6987505
45.6048415,-122.6787581
28.61315,-81.2062899
30.2416861,-97.7268397
45.5376095,-122.6212403
45.5222443,-122.6724998
42.302839,-71.087692
28.4348799165,-81.4716329575
28.6572894,-81.2068264
49.2557391,-123.1153779
28.4764135472,-81.46782325
42.358052,-71.2000153
39.8818626,-83.0939371
45.562554,-122.685083
45.6806527184,-122.6621831897
42.5165563357,-71.0364663509
49.2800129,-122.7927449
45.420599,-122.6661661
42.2929703,-71.0716209
45.362224,-122.598954
45.5142401314,-122.6596239382
40.0541477,-83.0669611
30.2879027,-97.7473784
49.2726149,-123.1486847
28.536447,-81.73495
49.1694402,-123.1331724
42.3647475,-71.0542803
30.2446406,-97.7572255
40.0896411,-83.0486603
45.5330418,-122.6985210425
42.5496089,-70.884046
40.0626977,-83.0393052
49.2314738568,-123.0093930503
39.95785,-105.1705307
42.4546468,-71.3557814
45.4962094,-122.6725594
42.3657083,-71.0290342
28.3400141,-81.4112604
28.514151,-81.3760513
30.3142462106,-97.718888931
33.8505701,-84.4290813
49.255812,-123.184864
49.2741636,-123.1273471
33.70745259,-84.219264597
33.655888,-84.495059
33.812073,-84.472083
28.461401,-81.467493
28.6068444,-81.3655917
45.483279,-122.5793376
49.2493977,-123.1157883
45.5283148,-122.6386321
40.0732491,-83.1229647
42.549518,-70.9413097
33.8190064384,-84.3869660513
42.4062418835,-71.0620308283
30.2415242,-97.7592948
45.5590997,-122.6546088
49.2380136,-123.0651025
45.4181588043,-122.7245288741
49.28799,-123.1214006
33.7444797995,-84.3685283314
30.4466209,-97.7788982
49.2635596,-123.1464248
42.4969747,-71.1586017
49.2126712,-122.920086
49.2286961,-122.9997719
33.8870866469,-84.4735148549
30.2382812,-97.7619128
49.3261932,-123.1365266
42.4337805,-71.0458721
42.425263,-71.190799
30.2930620401,-97.7417749939
33.8521138,-84.2535615
28.2921411,-81.4073362
33.918264,-84.377161
49.2502266,-122.8958023
28.476315,-81.450043
49.2150453,-123.0300503
45.4786998,-122.6955135
45.4639955,-122.6843247
42.1910804,-71.0591785
28.5383355,-81.3792365
28.3683674,-81.4270686
42.3387936,-71.0798438
33.8827502263,-84.4780109078
45.5895935,-122.755854
42.3499291,-71.1651048
39.951545,-83.136536
33.847236,-84.366095
39.9425871,-82.8318749
28.3368170727,-81.6724836282
28.8117074,-81.2687013
33.760344501,-84.3862987129
49.2493462645,-122.865828909
49.2728001,-123.0697301
39.9220408,-82.8791409
33.8180685613,-84.3812297657
33.7962675419,-84.3976593018
28.5535588,-81.3471304
42.3804165,-71.1817732
45.5023567,-122.5784636
42.312761,-71.113831
42.2787148444,-71.1367391725
49.1760865,-122.8902716
28.4494073499,-81.4017132525
45.5082178,-122.5784607
49.2770574,-123.129962
39.9368134,-82.8298758
45.4342157,-122.578732
42.3746301,-71.0387562
28.5120753,-81.459758
42.539619,-70.94335
39.9932483002,-83.042053096
42.3537886,-71.1377264
40.0197132,-105.2724657
39.9718471,-83.0028524
49.2690233,-123.0456737
42.4072898,-71.0555891
28.5553661,-81.3333139
49.2767643,-123.1284177
45.6918693977,-122.5521492586
28.5647449242,-81.1677485704
33.650538,-84.4499307
42.386924,-71.201224
42.3737524105,-71.0516644373
45.464174,-122.654402
28.6741494,-81.3372135
33.7614220974,-84.3651514297
49.2635388,-123.1400637
28.3700384297,-81.5463304202
28.370739,-81.518987
28.4668047,-81.3962804
39.951977,-82.998452
33.9293624,-84.3484039
28.3693278694,-81.4269048995
49.2683725546,-123.171597341
28.6257063291,-81.3363166898
30.4221802191,-97.7017020062
42.3794596,-71.0962178
33.8975463424,-84.3019626143
45.5063784,-122.6615804
28.5428276,-81.3686467
30.2673094,-97.7499037
45.5165514,-122.6179155
40.028855,-83.115211
49.2798989,-123.130238
33.838906,-84.378577
45.540286073,-122.6094328612
45.5629709,-122.6591093
49.269337,-123.0447283
49.2810343382,-123.0585157871
49.2783678,-123.1302586
33.77323514,-84.3708277064
49.2636652,-122.7800497
28.4464749,-81.4716242
42.1797736648,-70.9069284797
33.9050102579,-84.4298558682
42.3529579,-71.1330728
42.3400556086,-71.0902323673
49.3130112,-123.0772297
28.7557598,-81.3447796
30.3594731453,-97.7355980968
40.1650056,-83.0207787807
28.5125480059,-81.3747064769
33.85943,-84.3413929603
49.1419427231,-122.8674911145
42.3527942,-71.1318234
28.5976401,-81.3509341
30.3647897513,-97.6944978228
28.6632104,-81.3924523
28.470781,-81.266671
33.7744064,-84.2961779
42.3973215,-71.1220383
33.936899,-84.2752831
45.4432969,-122.628553
39.9433174133,-82.830291748
28.6574345,-81.3441028
39.9964033,-83.0256515
49.1776070493,-123.1381961826
42.47888753,-70.9559269314
45.6395624,-122.6246184
40.0903277,-83.0503139
42.1388793,-71.1144236
39.9573590731,-82.9383103559
45.6771401,-122.6619644
